Gamecode,CODETEAM,J1,TIME,DELTA_SCORE,OFF,DEF
7,CLU,P010569,28.583,4,57,53
7,CLU,P011797,23.3,9,44,35
7,CLU,P011801,23.484,9,48,39
7,CLU,P012620,1.517,-3,0,3
7,CLU,P012621,28.449,15,64,49
7,CLU,P012698,14.101,-5,25,30
7,TTK,P000497,2.183,-5,0,5
7,TTK,P004801,12.318,-7,23,30
7,TTK,P005000,30.502,-14,53,67
7,TTK,P005685,12.151,9,26,17
7,TTK,P006693,16.451,-8,25,33
7,TTK,P009845,11.767,-5,21,26
7,TTK,P011239,14.467,-16,16,32
7,TTK,P011834,30.735,2,56,54
7,TTK,P011925,27.634,-2,48,50
7,TTK,P012056,21.884,-2,42,44
7,TTK,P012697,19.918,3,45,42
8,BUD,P002740,22.801,9,44,35
8,BUD,P004397,4.55,-1,7,8
8,BUD,P004945,24.518,14,50,36
8,BUD,P006561,4.267,-4,5,9
8,BUD,P006566,9.084,17,25,8
8,BUD,P007398,17.2,2,32,30
8,BUD,P010248,18.117,4,32,28
8,BUD,P010432,20.867,10,44,34
8,BUD,P011935,23.117,-4,39,43
8,BUD,P012605,15.434,1,28,27
8,BUD,P012606,24.567,10,48,38
8,BUD,P012630,15.483,-3,26,29
8,LKB,P002012,31.768,-13,52,65
8,LKB,P004664,28.717,-11,43,54
8,LKB,P005521,22.769,-18,34,52
8,LKB,P006230,17.95,-4,35,39
8,LKB,P007029,32.368,-15,47,62
8,LKB,P008856,14.752,-3,23,26
8,LKB,P010461,21.785,-7,30,37
8,LKB,P012583,8.234,2,13,11
8,LKB,PLXI,21.667,14,48,34
9,ARI,P002867,12.416,-10,19,29
9,ARI,P003240,28.649,-14,44,58
9,ARI,P004292,22.217,-4,41,45
9,ARI,P012615,23.632,-9,37,46
9,ARI,P012616,1.1,2,2,0
9,ARI,P012702,17.849,-11,27,38
9,ARI,P012707,11.398,-1,25,26
9,ARI,P012708,30.998,-6,52,58
9,ARI,P012716,25.048,-14,41,55
9,ARI,P012717,9.5,-5,14,19
9,ARI,P012722,17.183,-8,28,36
9,CAN,P001607,13.717,-14,20,34
9,CAN,P003425,26.285,30,62,32
9,CAN,P003637,19.284,13,47,34
9,CAN,P004160,9.068,0,17,17
9,CAN,P005005,19.584,14,48,34
9,CAN,P006588,19.018,3,40,37
9,CAN,P007560,15.567,7,28,21
9,CAN,P007644,16.285,-6,30,36
9,CAN,P008121,16.501,-2,24,26
9,CAN,P010385,22.267,21,46,25
9,CAN,P010452,20.051,19,46,27
9,CAN,P010484,2.383,-5,2,7
10,TRN,P001479,13.368,-3,23,26
10,TRN,P005059,30.518,-2,56,58
10,TRN,P005738,26.501,-7,47,54
10,TRN,P006382,13.917,-12,23,35
10,TRN,P009903,23.734,-2,43,45
10,TRN,P012593,15.734,-2,24,26
10,TRN,P012594,11.701,-6,17,23
10,TRN,P012595,24.435,2,49,47
10,TRN,P012596,16.268,-8,27,35
10,TRN,P012597,23.834,-10,41,51
10,ULM,P005422,23.467,2,44,42
10,ULM,P007952,3.617,-5,8,13
10,ULM,P010106,22.417,-7,38,45
10,ULM,P010582,28.967,5,56,51
10,ULM,P010726,4.066,0,9,9
10,ULM,P011391,10.001,9,24,15
10,ULM,P011457,13.117,1,25,24
10,ULM,P012603,28.301,13,59,46
10,ULM,P012604,26.383,6,48,42
10,ULM,P012629,22.085,9,47,38
10,ULM,P012703,17.584,17,42,25
11,BES,P003783,28.35,12,66,54
11,BES,P007914,27.932,17,68,51
11,BES,P007917,16.833,23,52,29
11,BES,P009582,26.784,2,52,50
11,BES,P011357,17.967,13,41,28
11,BES,P011379,4.683,6,13,7
11,BES,P011936,30.867,9,61,52
11,BES,P012233,1.45,5,6,1
11,BES,P012622,24.334,11,52,41
11,BES,P012624,0.683,2,3,1
11,BES,P012647,20.117,10,46,36
11,PMT,P001686,23.683,-5,44,49
11,PMT,P002644,17.032,-17,33,50
11,PMT,P009559,20.682,-19,34,53
11,PMT,P011066,19.501,-3,32,35
11,PMT,P011823,22.966,-5,37,42
11,PMT,P011943,11.248,-15,17,32
11,PMT,P011944,21.883,8,42,34
11,PMT,P011947,16.299,-14,28,42
11,PMT,P011966,17.348,-15,35,50
11,PMT,P012599,15.449,-4,23,27
11,PMT,P012600,13.899,-21,25,46
12,JOV,P002361,33.684,3,68,65
12,JOV,P002507,21.784,-2,40,42
12,JOV,P005094,34.134,7,68,61
12,JOV,P006771,8.434,-4,14,18
12,JOV,P010161,2.367,-1,6,7
12,JOV,P010166,8.233,-4,12,16
12,JOV,P010458,36.752,5,76,71
12,JOV,P010709,2.067,-4,1,5
12,JOV,P011247,32.902,9,66,57
12,JOV,P012076,23.235,3,48,45
12,JOV,PJUG,21.418,-7,41,48
12,LJU,P001235,0.017,0,0,0
12,LJU,P002561,6.4,8,12,4
12,LJU,P003452,33.383,-7,66,73
12,LJU,P005969,40.615,2,84,82
12,LJU,P007066,15.049,-2,22,24
12,LJU,P008883,30.799,3,61,58
12,LJU,P009395,35.216,0,71,71
12,LJU,P010594,4.433,6,10,4
12,LJU,P011261,4.133,-7,0,7
12,LJU,P012598,36.7,-5,74,79
12,LJU,P012700,18.25,-3,35,38
13,HTA,P003533,15.465,4,35,31
13,HTA,P004267,36.115,17,85,68
13,HTA,P004846,34.115,11,77,66
13,HTA,P007759,35.299,7,77,70
13,HTA,P010550,31.382,9,73,64
13,HTA,P011973,29.4,11,64,53
13,HTA,P011990,11.515,-4,24,28
13,HTA,P012592,1.983,-6,0,6
13,HTA,P012706,4.716,-4,10,14
13,WOL,P002387,23.434,-1,47,48
13,WOL,P003212,19.5,-8,37,45
13,WOL,P004229,12.883,-11,22,33
13,WOL,P005516,21.501,-3,43,46
13,WOL,P006154,4.967,-1,10,11
13,WOL,P006546,30.368,-4,60,64
13,WOL,P006907,7.184,-8,13,21
13,WOL,P011150,30.801,-3,66,69
13,WOL,P012576,25.901,1,53,52
13,WOL,P012577,20.133,-8,39,47
13,WOL,PLCT,3.333,1,10,9
14,PRS,P003481,13.549,6,29,23
14,PRS,P004512,13.183,-2,24,26
14,PRS,P005793,21.417,-4,43,47
14,PRS,P011887,5.401,-1,5,6
14,PRS,P012608,27.483,1,54,53
14,PRS,P012609,25.083,14,58,44
14,PRS,P012610,25.549,3,55,52
14,PRS,P012611,21.549,3,48,45
14,PRS,P012613,25.282,9,48,39
14,PRS,P012640,21.499,1,41,40
14,VNC,P000968,29.266,-3,62,65
14,VNC,P003759,33.166,2,65,63
14,VNC,P004117,13.349,-17,12,29
14,VNC,P009400,18.716,-12,29,41
14,VNC,P011909,25.683,2,53,51
14,VNC,P011928,33.483,3,73,70
14,VNC,P012587,0.3,2,2,0
14,VNC,P012590,11.116,-5,13,18
14,VNC,P012591,34.916,-2,66,68
15,HAM,P009663,23.349,-2,56,58
15,HAM,P010070,1.15,0,0,0
15,HAM,P011168,30.199,-16,72,88
15,HAM,P011187,27.082,5,63,58
15,HAM,P012578,9.766,7,22,15
15,HAM,P012579,19.098,-3,49,52
15,HAM,P012580,24.598,-6,56,62
15,HAM,P012581,15.766,-5,37,42
15,HAM,P012582,22.983,-2,57,59
15,HAM,P012648,14.4,-4,32,36
15,HAM,P012694,10.466,-8,22,30
15,HAM,P012695,1.133,4,4,0
15,LLI,P004479,12.766,-5,26,31
15,LLI,P004773,14.766,-3,28,31
15,LLI,P005247,20.115,-1,48,49
15,LLI,P006600,30.766,4,77,73
15,LLI,P009649,28.515,4,71,67
15,LLI,P009680,23.015,11,63,52
15,LLI,P012020,9.232,2,23,21
15,LLI,P012585,33.666,13,93,80
15,LLI,P012586,27.149,5,71,66
16,BOU,P004525,20.999,0,33,33
16,BOU,P010431,18.834,4,40,36
16,BOU,P010449,25.317,15,50,35
16,BOU,P010450,19.316,1,30,29
16,BOU,P010718,17.433,-12,25,37
16,BOU,P011161,14.683,-8,29,37
16,BOU,P011836,30.718,20,66,46
16,BOU,P011837,19.017,6,48,42
16,BOU,P012619,7.683,-9,9,18
16,BOU,P012628,26.0,18,65,47
16,TRN,P001479,11.416,4,17,13
16,TRN,P005059,26.583,-7,49,56
16,TRN,P005738,28.583,-11,55,66
16,TRN,P006382,15.082,-3,20,23
16,TRN,P009903,27.15,-3,53,56
16,TRN,P012593,20.283,-6,38,44
16,TRN,P012594,17.566,-7,27,34
16,TRN,P012595,30.199,1,59,58
16,TRN,P012596,12.849,-4,19,23
16,TRN,P012597,10.284,1,23,22
17,CAN,P001607,20.651,3,57,54
17,CAN,P003425,18.183,22,48,26
17,CAN,P003637,13.567,18,37,19
17,CAN,P005005,25.234,16,75,59
17,CAN,P006588,21.818,20,67,47
17,CAN,P007560,24.451,13,65,52
17,CAN,P007644,9.783,2,27,25
17,CAN,P008121,14.734,17,45,28
17,CAN,P009864,16.284,14,48,34
17,CAN,P010385,13.817,14,34,20
17,CAN,P010452,15.3,2,36,34
17,CAN,P010484,6.183,4,16,12
17,ULM,P004744,4.817,0,10,10
17,ULM,P005422,26.134,-6,64,70
17,ULM,P007952,17.899,-16,34,50
17,ULM,P010106,19.1,-21,33,54
17,ULM,P010582,22.4,-18,44,62
17,ULM,P010726,6.517,-9,10,19
17,ULM,P011391,17.285,-13,38,51
17,ULM,P011457,7.484,-9,13,22
17,ULM,P012603,30.834,-19,66,85
17,ULM,P012629,22.467,-19,46,65
17,ULM,P012703,25.068,-15,52,67
18,ARI,P002867,13.166,4,22,18
18,ARI,P003240,25.2,-17,45,62
18,ARI,P004292,27.016,9,56,47
18,ARI,P012615,16.45,-3,27,30
18,ARI,P012702,22.548,-2,48,50
18,ARI,P012707,17.416,-10,29,39
18,ARI,P012708,29.482,-13,60,73
18,ARI,P012716,24.566,-3,43,46
18,ARI,P012717,10.666,-11,18,29
18,ARI,P012722,13.485,-4,22,26
18,LKB,P002012,32.602,10,73,63
18,LKB,P004664,22.118,8,50,42
18,LKB,P005521,18.6,2,35,33
18,LKB,P006230,17.318,10,37,27
18,LKB,P006901,1.567,2,4,2
18,LKB,P007029,33.751,20,80,60
18,LKB,P008856,19.401,3,39,36
18,LKB,P010190,1.484,-2,2,4
18,LKB,P010461,16.317,12,38,26
18,LKB,P011329,0.017,0,0,0
18,LKB,P012583,9.834,-13,12,25
18,LKB,PLXI,27.001,-2,50,52
19,BUD,P002740,16.867,-5,29,34
19,BUD,P004945,27.485,-5,50,55
19,BUD,P006561,17.734,2,34,32
19,BUD,P007398,17.15,-2,33,35
19,BUD,P009214,5.134,-1,11,12
19,BUD,P010248,15.134,-1,27,28
19,BUD,P010432,23.2,0,47,47
19,BUD,P011935,18.283,-4,35,39
19,BUD,P012605,14.467,-1,28,29
19,BUD,P012606,25.534,-1,49,50
19,BUD,P012630,19.017,8,42,34
19,TTK,P004801,13.833,-2,28,30
19,TTK,P005000,22.5,3,46,43
19,TTK,P005685,10.783,6,27,21
19,TTK,P006693,14.733,6,32,26
19,TTK,P011239,29.216,-4,52,56
19,TTK,P011834,30.066,6,61,55
19,TTK,P011925,30.866,-1,56,57
19,TTK,P012056,22.732,0,46,46
19,TTK,P012697,25.266,-4,47,51
20,CLU,P004862,31.417,8,60,52
20,CLU,P005113,23.4,12,51,39
20,CLU,P005373,13.383,-5,17,22
20,CLU,P005714,19.782,1,30,29
20,CLU,P010569,19.85,-2,36,38
20,CLU,P011797,25.6,5,48,43
20,CLU,P011801,12.682,-3,17,20
20,CLU,P012620,4.016,-6,2,8
20,CLU,P012621,27.9,7,57,50
20,CLU,P012698,21.965,-2,32,34
20,WRO,P001694,35.451,-9,59,68
20,WRO,P003034,13.266,-3,19,22
20,WRO,P005531,30.701,-5,55,60
20,WRO,P009896,30.75,4,54,50
20,WRO,P011900,18.617,-9,29,38
20,WRO,P012699,27.533,1,45,44
20,WRO,P012735,22.567,12,47,35
20,WRO,P012736,13.699,-2,18,20
20,WRO,P012749,7.416,-4,9,13
21,LLI,P004479,5.517,-11,6,17
21,LLI,P004773,10.733,-11,18,29
21,LLI,P005247,10.566,-14,14,28
21,LLI,P006600,31.4,11,76,65
21,LLI,P009649,29.434,26,85,59
21,LLI,P009672,22.05,0,52,52
21,LLI,P009680,20.683,10,51,41
21,LLI,P012020,7.2,3,21,18
21,LLI,P012585,29.267,23,81,58
21,LLI,P012586,33.15,23,91,68
21,PMT,P001686,17.216,-2,36,38
21,PMT,P002020,6.801,-4,15,19
21,PMT,P002644,25.116,-11,52,63
21,PMT,P009559,17.967,-13,40,53
21,PMT,P011066,28.066,-12,64,76
21,PMT,P011823,23.917,2,55,53
21,PMT,P011943,21.184,-15,40,55
21,PMT,P011944,22.5,2,52,50
21,PMT,P011946,2.266,-2,2,4
21,PMT,P011966,15.834,-9,31,40
21,PMT,P012600,19.133,4,48,44
22,HAM,P001990,6.383,-10,6,16
22,HAM,P009663,19.581,-32,29,61
22,HAM,P010070,11.632,-18,20,38
22,HAM,P011168,23.898,-17,48,65
22,HAM,P011187,30.232,-17,55,72
22,HAM,P012578,12.333,-16,20,36
22,HAM,P012579,17.432,-15,37,52
22,HAM,P012580,27.981,-31,38,69
22,HAM,P012581,11.383,-10,13,23
22,HAM,P012582,22.765,-10,43,53
22,HAM,P012648,16.365,-4,36,40
22,PRS,P003481,15.033,6,40,34
22,PRS,P004512,16.45,29,46,17
22,PRS,P005793,16.066,-1,37,38
22,PRS,P009556,18.316,2,43,41
22,PRS,P010801,4.766,4,10,6
22,PRS,P012608,21.682,34,62,28
22,PRS,P012609,18.399,4,48,44
22,PRS,P012610,22.615,34,65,31
22,PRS,P012611,19.333,33,52,19
22,PRS,P012612,4.066,2,8,6
22,PRS,P012613,22.615,34,65,31
22,PRS,P012640,20.649,-1,49,50
23,HTA,P003533,12.283,-1,29,30
23,HTA,P004267,14.333,12,42,30
23,HTA,P004846,22.533,10,60,50
23,HTA,P006835,22.832,21,63,42
23,HTA,P007759,30.732,17,79,62
23,HTA,P010465,31.416,14,71,57
23,HTA,P010550,24.483,1,56,55
23,HTA,P011973,20.4,11,46,35
23,HTA,P011991,20.983,-5,39,44
23,VNC,P000968,11.201,5,29,24
23,VNC,P003759,27.034,-1,61,62
23,VNC,P004117,4.916,-1,9,10
23,VNC,P004381,26.067,-17,50,67
23,VNC,P008052,20.368,-11,44,55
23,VNC,P009400,9.6,1,22,21
23,VNC,P011909,22.918,-11,38,49
23,VNC,P011928,25.067,-19,44,63
23,VNC,P012590,22.9,-9,49,58
23,VNC,P012591,29.934,-17,59,76
24,JOV,P002361,33.266,12,72,60
24,JOV,P002507,28.034,-8,59,67
24,JOV,P005094,24.983,18,64,46
24,JOV,P006771,24.148,-9,56,65
24,JOV,P010161,28.834,6,70,64
24,JOV,P010166,6.483,-8,16,24
24,JOV,P010458,34.566,17,84,67
24,JOV,P010708,0.383,1,4,3
24,JOV,P010709,8.35,-6,16,22
24,JOV,P012076,16.582,16,44,28
24,JOV,PJUG,19.366,6,50,44
24,WOL,P002333,14.865,-16,25,41
24,WOL,P002387,30.083,8,68,60
24,WOL,P003212,26.949,-13,58,71
24,WOL,P004645,20.165,-16,41,57
24,WOL,P005516,30.382,2,68,66
24,WOL,P006154,8.565,0,18,18
24,WOL,P011150,34.498,-5,81,86
24,WOL,P012576,29.75,10,70,60
24,WOL,P012577,29.733,-15,61,76
25,BES,P003783,19.1,2,41,39
25,BES,P007914,20.382,-2,35,37
25,BES,P007917,17.016,8,30,22
25,BES,P008945,25.798,7,42,35
25,BES,P009582,17.549,-7,35,42
25,BES,P011357,6.883,2,18,16
25,BES,P011379,10.434,11,25,14
25,BES,P011936,33.148,9,62,53
25,BES,P012622,26.999,11,47,36
25,BES,P012647,22.681,-6,30,36
25,LJU,P003452,13.482,-5,13,18
25,LJU,P005969,28.466,-10,43,53
25,LJU,P007066,23.699,-8,32,40
25,LJU,P008883,25.783,-2,50,52
25,LJU,P009395,22.05,-3,39,42
25,LJU,P010594,20.333,4,36,32
25,LJU,P012598,33.366,-7,60,67
25,LJU,P012700,32.816,-4,57,61
26,BOU,P000498,12.216,-8,23,31
26,BOU,P004525,15.668,-1,31,32
26,BOU,P010431,19.983,1,48,47
26,BOU,P010449,28.067,12,72,60
26,BOU,P010450,16.183,-9,28,37
26,BOU,P010718,15.901,-1,38,39
26,BOU,P011161,20.517,10,48,38
26,BOU,P011836,20.383,13,55,42
26,BOU,P011837,17.366,7,40,33
26,BOU,P012628,28.683,-5,63,68
26,BOU,P012755,5.033,1,14,13
26,CLU,P004862,25.598,-1,57,58
26,CLU,P005113,19.849,-8,37,45
26,CLU,P005373,19.232,3,42,39
26,CLU,P010569,26.531,-9,59,68
26,CLU,P011797,30.865,0,68,68
26,CLU,P011801,28.164,0,69,69
26,CLU,P012620,6.433,2,17,15
26,CLU,P012621,22.998,-6,46,52
26,CLU,P012698,20.315,-1,45,46
27,BUD,P002740,22.866,7,55,48
27,BUD,P004945,20.183,1,44,43
27,BUD,P006561,14.933,-2,42,44
27,BUD,P006566,4.7,-2,8,10
27,BUD,P007398,20.516,16,64,48
27,BUD,P009214,16.683,3,47,44
27,BUD,P010432,25.066,16,61,45
27,BUD,P011935,22.099,10,54,44
27,BUD,P012605,18.599,12,57,45
27,BUD,P012606,21.4,2,46,44
27,BUD,P012630,12.95,7,37,30
27,WRO,P001694,28.468,-11,61,72
27,WRO,P003034,18.533,-4,40,44
27,WRO,P005531,28.001,-13,59,72
27,WRO,P009896,21.467,-10,49,59
27,WRO,P011165,23.701,-6,56,62
27,WRO,P011900,20.699,-10,40,50
27,WRO,P011902,11.532,-3,28,31
27,WRO,P012699,23.3,5,62,57
27,WRO,P012736,11.5,-11,22,33
27,WRO,P012749,12.799,-7,28,35
28,ARI,P002867,19.632,-1,31,32
28,ARI,P004292,28.484,-5,52,57
28,ARI,P010387,7.749,-13,6,19
28,ARI,P012615,32.251,15,62,47
28,ARI,P012702,19.916,3,39,36
28,ARI,P012707,22.117,8,32,24
28,ARI,P012708,25.783,-3,44,47
28,ARI,P012716,25.401,4,45,41
28,ARI,P012722,18.667,2,29,27
28,TTK,P000497,5.383,5,10,5
28,TTK,P005000,25.834,-4,40,44
28,TTK,P005685,6.984,3,12,9
28,TTK,P006693,24.834,-6,40,46
28,TTK,P009845,2.6,-4,2,6
28,TTK,P011239,23.633,1,47,46
28,TTK,P011834,23.435,1,37,36
28,TTK,P011925,32.985,-9,52,61
28,TTK,P012056,33.15,1,59,58
28,TTK,P012697,21.167,2,31,29
29,LKB,P002012,25.684,-13,49,62
29,LKB,P004664,20.501,-15,35,50
29,LKB,P005521,27.466,-17,54,71
29,LKB,P006230,15.583,-12,34,46
29,LKB,P006901,10.583,-8,17,25
29,LKB,P008856,19.816,-11,39,50
29,LKB,P010190,20.551,-17,30,47
29,LKB,P010461,19.2,-6,32,38
29,LKB,P011329,1.867,-3,4,7
29,LKB,P012583,13.566,-10,27,37
29,LKB,PLXI,25.183,-13,49,62
29,ULM,P005422,18.301,9,39,30
29,ULM,P007952,12.967,-4,22,26
29,ULM,P010582,17.467,5,42,37
29,ULM,P010726,14.402,4,34,30
29,ULM,P011391,1.867,3,7,4
29,ULM,P011457,19.568,7,46,39
29,ULM,P012066,12.883,7,36,29
29,ULM,P012602,1.867,3,7,4
29,ULM,P012603,20.433,18,53,35
29,ULM,P012604,25.167,26,70,44
29,ULM,P012629,25.717,24,66,42
29,ULM,P012703,29.366,23,73,50
30,CAN,P001607,18.316,0,39,39
30,CAN,P003425,21.683,14,48,34
30,CAN,P003637,6.733,-1,13,14
30,CAN,P004160,21.216,6,44,38
30,CAN,P005005,16.6,-3,31,34
30,CAN,P006588,25.5,16,55,39
30,CAN,P007560,12.5,11,32,21
30,CAN,P007644,10.517,11,25,14
30,CAN,P008121,22.949,15,54,39
30,CAN,P009864,15.416,-7,30,37
30,CAN,P010385,14.066,10,32,22
30,CAN,P010452,14.499,-2,32,34
30,TRN,P001479,16.683,6,38,32
30,TRN,P005059,25.45,-10,44,54
30,TRN,P005738,23.317,-20,35,55
30,TRN,P006382,21.285,-5,41,46
30,TRN,P007828,14.483,0,31,31
30,TRN,P009903,22.916,-9,42,51
30,TRN,P012593,23.734,-7,49,56
30,TRN,P012594,18.716,-9,29,38
30,TRN,P012595,18.499,-18,25,43
30,TRN,P012596,14.917,2,31,29
31,LJU,P002661,30.984,-5,71,76
31,LJU,P003452,35.367,-15,68,83
31,LJU,P005969,3.267,1,6,5
31,LJU,P007066,18.601,-1,46,47
31,LJU,P009395,30.234,-4,61,65
31,LJU,P010594,14.467,4,32,28
31,LJU,P010771,2.334,-2,8,10
31,LJU,P011261,9.449,-2,14,16
31,LJU,P012598,20.467,-9,37,46
31,LJU,P012700,34.835,-2,72,74
31,PMT,P001686,20.483,4,49,45
31,PMT,P002020,3.933,-8,5,13
31,PMT,P002644,30.983,5,71,66
31,PMT,P009559,28.882,2,60,58
31,PMT,P011066,32.9,13,78,65
31,PMT,P011823,13.616,8,28,20
31,PMT,P011943,14.35,3,40,37
31,PMT,P011944,20.766,1,36,35
31,PMT,P011966,6.966,-6,12,18
31,PMT,P012600,27.116,13,71,58
32,BES,P003783,14.734,-6,29,35
32,BES,P007914,17.185,-9,30,39
32,BES,P007917,15.868,-12,36,48
32,BES,P008945,20.4,9,53,44
32,BES,P009582,25.818,4,56,52
32,BES,P011357,6.784,8,17,9
32,BES,P011379,2.967,0,8,8
32,BES,P011936,32.868,-2,71,73
32,BES,P012622,34.102,0,79,79
32,BES,P012647,29.284,-2,61,63
32,WOL,P002333,6.916,-11,10,21
32,WOL,P002387,32.848,-6,68,74
32,WOL,P003212,14.849,-2,29,31
32,WOL,P004645,25.283,-6,51,57
32,WOL,P005516,28.299,9,72,63
32,WOL,P006154,4.632,-2,6,8
32,WOL,P011150,27.333,-4,62,66
32,WOL,P012576,18.232,10,43,33
32,WOL,P012577,31.366,11,81,70
32,WOL,PLCT,10.232,11,28,17
33,JOV,P002361,23.634,-3,39,42
33,JOV,P002507,17.766,-6,26,32
33,JOV,P005094,30.934,-6,52,58
33,JOV,P006771,20.568,-3,38,41
33,JOV,P010161,23.717,-9,38,47
33,JOV,P010166,7.483,-8,7,15
33,JOV,P010458,9.267,0,14,14
33,JOV,P010708,2.684,-9,0,9
33,JOV,P011248,27.633,-10,42,52
33,JOV,P012076,16.935,0,35,35
33,JOV,PJUG,19.384,-21,29,50
33,VNC,P000968,19.2,11,45,34
33,VNC,P003759,31.049,16,64,48
33,VNC,P004117,11.716,-8,16,24
