CODETEAM,PLAYER_ID,PLAYER
VNC,P012796,"TSHIMANGA KABENGELE, MFIONDU"
VNC,P007759,"MUNFORD, XAVIER"
VNC,P011909,"PARKS, JORDAN"
ARI,P008084,"MANTZOUKAS, ELEFTHERIOS"
ARI,P013250,"DE JULIUS, DAVID"
ARI,P004292,"TOLIOPOULOS, VASSILIS"
ARI,P013251,"WOODBURY, TREY"
ARI,P013360,"CLAY, DONOVAN LA'NELL"
ARI,P013355,"CHATZIDAKIS, EMMANOUIL"
VNC,P003759,"TESSITORI,  AMEDEO"
VNC,P009400,"CASARIN, DAVIDE"
VNC,P013305,"WHEATLE, CARL"
VNC,P005404,"MORETTI, DAVIDE"
ARI,P013252,"ROBERTS, JOSHUA"
ARI,P003240,"BOCHORIDIS, ELEFTHERIOS"
VNC,P006571,"LEVER, ALESSANDRO"
TTK,P011973,"ALEXANDER, KYLE"
TTK,P012259,"HEIDEGGER, MAX"
LKB,P005656,"PECARSKI, MARKO"
LKB,P006586,"KALAITZAKIS, GEORGIOS"
TTK,P011935,"MAKOUNDOU, YOAN"
TTK,P004056,"AKPINAR, ISMET"
LKB,P013247,"KOVLIAR, OLEKSADR"
TTK,P009025,"BROWN, ANTHONY"
LKB,P005521,"VARNAS, MARTYNAS"
LKB,P010461,"MALDUNAS, GABRIELIUS"
LKB,P006860,"LAVRINOVICIUS, DANIELIUS"
TTK,P006598,"HANLAN, OLIVIER"
TTK,P004218,"CHARALAMPOPOULOS, VASILIS"
LKB,P009898,"BICKAUSKIS, DOVIS"
LKB,P009299,"RUBSTAVICIUS, MANTAS"
TTK,P012415,"TUNCA, MELIH"
TTK,P013300,"BESS, JAVON"
LKB,PLXI,"LIPKEVICIUS, VYTENIS"
TTK,P004619,"AGVA, MAHIR"
TTK,P007917,"DURMAZ, BERKAN"
TRN,P002387,"ZUKAUSKAS, EIGIRDAS"
TSO,P013292,"JANKOWSKI, BARTOSZ"
HTA,P004846,"TIMOR, BAR"
WOL,P009306,"BASLYK, DANIEL"
JOV,P006771,"BUSQUETS, PEP"
LKB,P005113,"STIPANOVIC, ANDRIJA"
JER,P008912,"CARRINGTON, KHADEEN"
ARI,P013049,"POURLIDAS, VASSILIS"
VNC,P008052,"WILTJER, KYLE"
BOU,P010450,"COURBY, MAXIME"
PAM,P004548,"FILIPOVIC, GORAN"
HTA,P010465,"ANGOLA, BRAIAN"
VNC,P005177,"FERNANDEZ, JUAN"
LJU,P011261,"GLAS, GREGOR"
LJU,P009431,"DANEU, ZIGA"
TTK,P010811,"TARLA, KAAN"
LKB,P006212,"VASILIAUSKAS, GRANTAS"
ARI,P013375,"ALKINS, RAWLE"
