CODETEAM,PLAYER_ID,PLAYER
PAN,P008084,"MANTZOUKAS, ELEFTHERIOS"
OLY,P006302,"LOUNTZIS, MICHALIS"
PAN,P011209,"KALAITZAKIS, PANAGIOTIS"
PAN,P011221,"ANTETOKOUNMPO, KOSTAS"
BAS,P004603,"KOTSAR, MAIK"
MAD,P010868,"DIAGNE, ISMAILA"
MAD,P001392,"CAUSEUR, FABIEN"
MAD,P006540,"MUSA, DZANAN"
BAS,P007230,"SEDEKERSKIS, TADAS"
MAD,P010357,"YABUSELE, GUERSCHON"
BAS,P009048,"MILLER-MCINTYRE, CODI"
MAD,P005928,"CAMPAZZO, FACUNDO"
BAS,P010444,"COSTELLO, MATTHEW"
BAS,P011948,"HOWARD, MARKUS"
MAD,P004887,"POIRIER, VINCENT"
BAS,P008072,"DIOP, KHALIFA"
BAS,P004761,"MARINKOVIC, VANJA"
MAD,PTGB,"LLULL, SERGIO"
BAS,P011064,"MANNION, NICCOLO"
BAS,P011085,"ROGKAVOPOULOS, NIKOLAOS"
BAS,P012201,"MONEKE, CHIMA"
MAD,P003108,"HEZONJA, MARIO"
MAD,PCVM,"RODRIGUEZ, SERGIO"
BAS,P008850,"RAIESTE, SANDER"
MAD,PBMT,"FERNANDEZ, RUDY"
MAD,P003733,"ABALDE, ALBERTO"
PAM,P007870,"DAVIES, BRANDON"
MCO,PLCZ,"MOTIEJUNAS, DONATAS"
MCO,P011226,"DIALLO, ALPHA"
PAM,P006643,"PUERTO, JOSEP"
MCO,P012515,"TARPEY, TERRY"
PAM,P003960,"INGLIS, DAMIEN"
MCO,P010588,"BROWN, JOHN"
PAM,P010568,"JONES, CHRIS"
MCO,P011212,"OKOBO, ELIE"
MCO,P005985,"JAMES, MIKE"
MCO,P011231,"BLOSSOMGAME, JARON"
PAM,P012739,"TOURE, BOUBACAR"
PAM,P012740,"ROBERTSON, KASSIUS"
PAM,P011970,"HARPER, JARED"
PAM,P011982,"OJELEYE, SEMI"
PAM,P012738,"REUVERS, NATHAN"
PAM,P004863,"JOVIC, STEFAN"
MCO,P004790,"CORNELIE, PETR"
MCO,P011196,"HALL, DONTA"
MCO,P008099,"STRAZEL, MATTHEW"
PAM,P010393,"PRADILLA, JAIME"
PAM,P000556,"CLAVER, VICTOR"
BER,P006251,"SCHNEIDER, TIM"
MAD,P005791,"TAVARES, WALTER"
MAD,P009005,"DECK, GABRIEL"
MAD,P009213,"NDIAYE, ELI"
IST,P012415,"TUNCA, MELIH"
MIL,P007032,"LO, MAODO"
MIL,P011205,"HALL, DEVON"
PAN,P005161,"PAPAPETROU, IOANNIS"
MUN,P001557,"GIFFEY, NIELS"
PAN,P006544,"MORAITIS, DIMITRIS"
ASV,PKIR,"KAHUDI, CHARLES"
ASV,P000229,"JACKSON, EDWIN"
MCO,P004197,"OUATTARA, YAKUBA"
VIR,P010781,"LUNDBERG, IFFE"
VIR,P003527,"ABASS, AWUDU"
OLY,P008811,"FALL, MOUSTAPHA"
OLY,P011983,"BRAZDEIKIS, IGNAS"
BAR,P010641,"NNAJI, JAMES"
PAM,P009101,"FERRANDO, GUILLEM"
RED,P009035,"BOLOMBOY, JOEL"
RED,P007960,"DAVIDOVAC, DEJAN"
IST,P012710,"OSMANI, ERCAN"
MIL,P011926,"KAMAGATE, ISMAEL"
OLY,P012023,"PAPAS, GEORGE"
ULK,P006961,"BIBEROVIC, TARIK"
ZAL,P006860,"LAVRINOVICIUS, DANIELIUS"
MUN,P006245,"WEIDEMANN, NELSON"
MCO,P002581,"JAITEH, MAM"
MCO,P012709,"WALKER, KEMBA"
PAM,P010754,"MARI, LUCAS"
BAS,P003198,"DIEZ, DANIEL"
MUN,P005460,"HARRIS, ELIAS"
PAN,P007866,"MITOGLOU, KONSTANTINOS"
RED,P012044,"DOS SANTOS, YAGO"
BER,P010791,"KOUMADJE, KHALIFA"
OLY,P010631,"TANOULIS, GEORGIOS"
TEL,P011433,"MAYER, OMER"
ASV,P003526,"LIGHTY, DAVID"
ASV,P003274,"DALLO, BORIS"
ZAL,P010184,"BUTKA, DOVYDAS"
MCO,P009754,"LOYD, JORDAN"
TEL,P009863,"BALDWIN IV, WADE"
MAD,P011649,"GONZALEZ, HUGO"
BAR,P003204,"PAULI,  ORIOL"
BAR,P011666,"SARR, DAME"
PAN,P011442,"SAMONTOUROV, ALEXANDROS"
PAR,P009212,"VUKCEVIC, TRISTAN"
BAS,P012765,"CHRIS, CHIOZZA"
PAM,P005356,"LOPEZ-AROSTEGUI, XABI"
ULK,P011201,"HAZER, SEHMUS"
BER,P011934,"WETZELL, YANNI"
PAN,P012774,"NUNN, KENDRICK"
MUN,P012123,"KHARCHENKOV, IVAN"
PAR,P012096,"CABOCLO, BRUNO"
IST,P010516,"GAZI, ERTEN"
ZAL,P012784,"MONTVILA, NEDAS"
BER,P011631,"RAPIEQUE, ELIAS"
IST,P012786,"DAUM, MIKE"
ZAL,P012787,"SUMNER, EDMOND"
IST,P012788,"OTURU, DAN"
MUN,P006543,"RADONCIC, DINO"
MAD,P010623,"ALOCEN, CARLOS"
VIR,P012713,"MASCOLO, BRUNO"
ZAL,P009917,"HOLLINS, AUSTIN"
IST,P004093,"YILDIZLI, BURAKCAN"
OLY,P011194,"PETRUSEV, FILIP"
PAM,P008780,"HERMANNSSON, MARTIN"
MIL,P005775,"BARON, BILLY"
MIL,P006721,"CARUSO, GUGLIELMO"
MUN,P001288,"LUCIC, VLADIMIR"
PAM,P012795,"ANDERSON, JUSTIN"
RED,P010985,"TOPIC, NIKOLA"
RED,P011941,"GILLESPIE, FREDDIE"
MIL,P011224,"NAPIER, SHABAZZ"
PAR,P011192,"SMITH, JALEEN"
VIR,P004554,"ZIZIC, ANTE"
VIR,P005553,"LOMAZS, RIHARDS"
PAM,P006433,"PANGOS, KEVIN"
IST,P010400,"ONCEL, RIDVAN"
BAR,P012197,"JAKUCIONIS, KASPARAS"
BER,P008780,"HERMANNSSON, MARTIN"
RED,P012801,"SMART, JAVONTE"
ASV,P005094,"THOMAS, DESHAUN"
OLY,P011965,"MITROU-LONG, NAZ"
MIL,P012800,"MCGRUDER, RODNEY"
ULK,P012724,"MESTOGLU, HAMZA"
ULK,P006068,"NOUA, AMINE"
BAS,P007946,"THEODORE, JORDAN"
OLY,P012878,"WRIGHT, MOSES"
BAS,P012365,"HRABAR, VIT"
TEL,P012095,"THOMASSON, JOE"
ZAL,P006158,"LUKOSIUNAS, KAROLIS"
BAR,PLFW,"RUBIO, RICKY"
RED,P005836,"THOMPKINS, TREY"
PAM,P010750,"DE LARREA, SERGIO"
