Gamecode,CODETEAM,J1,J2,J3,J4,TIME,DELTA_SCORE,OFF,DEF
53,MIL,P004004,P011064,P011980,P013384,1.85,-2,4,6
53,MIL,P004004,P011980,P012593,P013384,2.367,1,5,4
53,MIL,P007056,P007831,P008985,P011980,1.65,5,9,4
53,MIL,P007056,P007831,P008985,P012593,15.5,-10,41,51
53,MIL,P007056,P007831,P008985,P013384,4.233,2,10,8
53,MIL,P007056,P007831,P011980,P012593,3.333,3,12,9
53,MIL,P007056,P007831,P011980,P013384,1.4,0,3,3
53,MIL,P007056,P007831,P012593,P013384,3.35,1,12,11
53,MIL,P007056,P008985,P011980,P012593,1.65,5,9,4
53,MIL,P007056,P008985,P012593,P013384,0.583,0,3,3
53,MIL,P007056,P011064,P011980,P013384,0.55,2,4,2
53,MIL,P007056,P011980,P012593,P013384,1.4,0,3,3
53,MIL,P007831,P008985,P011980,P012593,4.367,9,17,8
53,MIL,P007831,P008985,P012593,P013384,0.583,0,3,3
53,MIL,P007831,P011980,P012593,P013384,1.6,0,3,3
53,PAM,P005356,P010042,P010393,P010444,0.283,0,0,0
53,PAM,P005356,P010042,P010393,P010545,1.117,0,2,2
53,PAM,P005356,P010042,P010393,P010750,0.283,0,0,0
53,PAM,P005356,P010042,P010393,P012738,2.7,2,6,4
53,PAM,P005356,P010042,P010393,P014115,3.817,2,8,6
53,PAM,P005356,P010042,P010444,P010545,1.667,-3,2,5
53,PAM,P005356,P010042,P010444,P010750,3.6,-7,4,11
53,PAM,P005356,P010042,P010444,P012738,3.25,-8,4,12
53,PAM,P005356,P010042,P010444,P014115,1.6,-4,2,6
53,PAM,P005356,P010042,P010545,P010750,1.667,-3,2,5
53,PAM,P005356,P010042,P010545,P014115,1.117,0,2,2
53,PAM,P005356,P010042,P010750,P012738,1.65,-4,2,6
53,PAM,P005356,P010042,P012738,P014115,4.3,-2,8,10
53,PAM,P005356,P010393,P010444,P010750,0.283,0,0,0
53,PAM,P005356,P010393,P010545,P014115,1.117,0,2,2
53,PAM,P005356,P010393,P012738,P014115,2.7,2,6,4
53,PAM,P005356,P010444,P010545,P010750,2.4,1,6,5
53,PAM,P005356,P010444,P010545,P011078,1.383,3,7,4
53,PAM,P005356,P010444,P010545,P014115,2.116,7,11,4
53,PAM,P005356,P010444,P010750,P012738,1.65,-4,2,6
53,PAM,P005356,P010444,P010750,P014115,0.733,4,4,0
53,PAM,P005356,P010444,P011078,P014115,1.383,3,7,4
53,PAM,P005356,P010444,P012738,P014115,1.6,-4,2,6
53,PAM,P005356,P010545,P010750,P014115,0.733,4,4,0
53,PAM,P005356,P010545,P011078,P014115,1.383,3,7,4
53,PAM,P007527,P010042,P010393,P010444,1.383,0,3,3
53,PAM,P007527,P010042,P010393,P011217,1.883,0,3,3
53,PAM,P007527,P010042,P010393,P012738,0.5,0,0,0
53,PAM,P007527,P010042,P010444,P011217,1.383,0,3,3
53,PAM,P007527,P010042,P011217,P012738,0.5,0,0,0
53,PAM,P007527,P010393,P010444,P010750,0.033,0,0,0
53,PAM,P007527,P010393,P010444,P011078,1.167,-2,0,2
53,PAM,P007527,P010393,P010444,P011217,2.583,-2,3,5
53,PAM,P007527,P010393,P010545,P011078,0.983,2,5,3
53,PAM,P007527,P010393,P010545,P014115,0.983,2,5,3
53,PAM,P007527,P010393,P010750,P011217,1.416,3,4,1
53,PAM,P007527,P010393,P010750,P012738,1.383,3,4,1
53,PAM,P007527,P010393,P011078,P011217,7.417,-2,20,22
53,PAM,P007527,P010393,P011078,P012738,6.25,0,20,20
53,PAM,P007527,P010393,P011078,P014115,0.983,2,5,3
53,PAM,P007527,P010393,P011217,P012738,8.133,3,24,21
53,PAM,P007527,P010444,P010545,P010750,0.75,0,4,4
53,PAM,P007527,P010444,P010545,P011078,3.25,-2,3,5
53,PAM,P007527,P010444,P010545,P011217,4.0,-2,7,9
53,PAM,P007527,P010444,P010750,P011217,0.783,0,4,4
53,PAM,P007527,P010444,P011078,P011217,4.417,-4,3,7
53,PAM,P007527,P010444,P011078,P012738,1.65,-5,4,9
53,PAM,P007527,P010444,P011078,P014115,1.65,-5,4,9
53,PAM,P007527,P010444,P012738,P014115,1.65,-5,4,9
53,PAM,P007527,P010545,P010750,P011217,0.75,0,4,4
53,PAM,P007527,P010545,P011078,P011217,3.25,-2,3,5
53,PAM,P007527,P010545,P011078,P014115,0.983,2,5,3
53,PAM,P007527,P010750,P011217,P012738,1.383,3,4,1
53,PAM,P007527,P011078,P011217,P012738,6.25,0,20,20
53,PAM,P007527,P011078,P012738,P014115,1.65,-5,4,9
53,PAM,P010042,P010162,P010393,P010750,0.8,4,4,0
53,PAM,P010042,P010162,P010393,P012738,0.8,4,4,0
53,PAM,P010042,P010162,P010444,P010545,1.717,5,7,2
53,PAM,P010042,P010162,P010444,P010750,1.717,5,7,2
53,PAM,P010042,P010162,P010545,P010750,1.717,5,7,2
53,PAM,P010042,P010162,P010750,P012738,0.8,4,4,0
53,PAM,P010042,P010393,P010444,P010750,0.283,0,0,0
53,PAM,P010042,P010393,P010444,P011078,1.817,3,3,0
53,PAM,P010042,P010393,P010444,P011217,1.9,-1,5,6
53,PAM,P010042,P010393,P010444,P014115,2.334,2,5,3
53,PAM,P010042,P010393,P010545,P014115,1.117,0,2,2
53,PAM,P010042,P010393,P010750,P012738,0.8,4,4,0
53,PAM,P010042,P010393,P011078,P011217,0.917,1,3,2
53,PAM,P010042,P010393,P011078,P012738,2.45,-4,7,11
53,PAM,P010042,P010393,P011078,P014115,3.35,-2,7,9
53,PAM,P010042,P010393,P011217,P012738,1.417,1,3,2
53,PAM,P010042,P010393,P011217,P014115,0.517,-1,2,3
53,PAM,P010042,P010393,P012738,P014115,4.233,-3,10,13
53,PAM,P010042,P010444,P010545,P010750,3.384,2,9,7
53,PAM,P010042,P010444,P010750,P012738,1.65,-4,2,6
53,PAM,P010042,P010444,P011078,P012738,0.517,-1,2,3
53,PAM,P010042,P010444,P011078,P014115,2.334,2,5,3
53,PAM,P010042,P010444,P011217,P012738,0.333,2,2,0
53,PAM,P010042,P010444,P011217,P014115,0.85,1,4,3
53,PAM,P010042,P010444,P012738,P014115,2.45,-3,6,9
53,PAM,P010042,P011078,P011217,P012738,0.917,1,3,2
53,PAM,P010042,P011078,P012738,P014115,2.05,-6,6,12
53,PAM,P010042,P011217,P012738,P014115,0.333,2,2,0
53,PAM,P010162,P010393,P010750,P012738,0.8,4,4,0
53,PAM,P010162,P010444,P010545,P010750,1.717,5,7,2
53,PAM,P010393,P010444,P010750,P011217,0.033,0,0,0
53,PAM,P010393,P010444,P011078,P011217,2.134,-6,0,6
53,PAM,P010393,P010444,P011078,P014115,2.784,-1,3,4
53,PAM,P010393,P010444,P011217,P014115,1.484,-5,2,7
53,PAM,P010393,P010545,P011078,P011217,0.1,0,0,0
53,PAM,P010393,P010545,P011078,P014115,1.083,2,5,3
53,PAM,P010393,P010545,P011217,P014115,0.1,0,0,0
53,PAM,P010393,P010750,P011217,P012738,1.383,3,4,1
53,PAM,P010393,P011078,P011217,P012738,8.084,0,25,25
53,PAM,P010393,P011078,P011217,P014115,1.984,-5,2,7
53,PAM,P010393,P011078,P012738,P014115,2.45,-6,6,12
53,PAM,P010393,P011217,P012738,P014115,0.917,-1,2,3
53,PAM,P010444,P010545,P010750,P011217,2.133,6,10,4
53,PAM,P010444,P010545,P010750,P014115,2.116,10,10,0
53,PAM,P010444,P010545,P011078,P011217,3.25,-2,3,5
53,PAM,P010444,P010545,P011078,P014115,1.383,3,7,4
53,PAM,P010444,P010545,P011217,P014115,1.383,6,6,0
53,PAM,P010444,P010750,P011217,P014115,1.383,6,6,0
53,PAM,P010444,P011078,P011217,P014115,0.967,-4,0,4
53,PAM,P010444,P011078,P012738,P014115,2.167,-6,6,12
53,PAM,P010444,P011217,P012738,P014115,0.333,2,2,0
53,PAM,P010545,P010750,P011217,P014115,1.383,6,6,0
53,PAM,P010545,P011078,P011217,P014115,0.1,0,0,0
53,PAM,P011078,P011217,P012738,P014115,0.917,-1,2,3
54,BAR,P000925,P001133,P002939,P004888,7.816,-4,15,19
54,BAR,P000925,P001133,P002939,P009862,6.933,-1,15,16
54,BAR,P000925,P001133,P002939,P013269,0.883,-3,0,3
54,BAR,P000925,P001133,P004888,P009862,9.483,-3,18,21
54,BAR,P000925,P001133,P004888,P009948,3.35,-3,5,8
54,BAR,P000925,P001133,P004888,P013269,1.683,-4,2,6
54,BAR,P000925,P001133,P009862,P009948,2.55,-2,3,5
54,BAR,P000925,P001133,P009948,P013269,0.8,-1,2,3
54,BAR,P000925,P002939,P004888,P009862,6.933,-1,15,16
54,BAR,P000925,P002939,P004888,P013269,0.883,-3,0,3
54,BAR,P000925,P002939,P007464,P009948,1.933,5,5,0
54,BAR,P000925,P002939,P007464,P013269,1.933,5,5,0
54,BAR,P000925,P002939,P009948,P013269,1.933,5,5,0
54,BAR,P000925,P004888,P007464,P009862,0.95,0,2,2
54,BAR,P000925,P004888,P007464,P009948,1.867,-2,2,4
54,BAR,P000925,P004888,P007464,P013269,0.917,-2,0,2
54,BAR,P000925,P004888,P009862,P009948,3.5,-2,5,7
54,BAR,P000925,P004888,P009948,P013269,1.717,-3,2,5
54,BAR,P000925,P007464,P009862,P009948,2.533,-4,4,8
54,BAR,P000925,P007464,P009862,P013269,1.583,-4,2,6
54,BAR,P000925,P007464,P009948,P013269,5.366,-2,9,11
54,BAR,P000925,P007464,P009948,P014134,0.933,-1,2,3
54,BAR,P000925,P007464,P013269,P014134,0.933,-1,2,3
54,BAR,P000925,P009862,P009948,P013269,1.583,-4,2,6
54,BAR,P000925,P009948,P013269,P014134,0.933,-1,2,3
54,BAR,P001133,P002939,P003196,P004888,2.317,-6,2,8
54,BAR,P001133,P002939,P003196,P007464,0.883,4,4,0
54,BAR,P001133,P002939,P003196,P009862,3.6,-2,6,8
54,BAR,P001133,P002939,P003196,P013269,0.4,0,0,0
54,BAR,P001133,P002939,P004888,P009862,12.083,-16,17,33
54,BAR,P001133,P002939,P004888,P012885,2.833,-9,0,9
54,BAR,P001133,P002939,P004888,P013269,0.883,-3,0,3
54,BAR,P001133,P002939,P007464,P009862,0.883,4,4,0
54,BAR,P001133,P002939,P009862,P012885,2.833,-9,0,9
54,BAR,P001133,P002939,P009862,P013269,0.4,0,0,0
54,BAR,P001133,P003196,P004888,P009862,2.317,-6,2,8
54,BAR,P001133,P003196,P007464,P009862,0.883,4,4,0
54,BAR,P001133,P003196,P009862,P013269,0.4,0,0,0
54,BAR,P001133,P004888,P007464,P009948,3.933,0,6,6
54,BAR,P001133,P004888,P007464,P013269,3.933,0,6,6
54,BAR,P001133,P004888,P009862,P009948,2.55,-2,3,5
54,BAR,P001133,P004888,P009862,P012885,2.833,-9,0,9
54,BAR,P001133,P004888,P009948,P013269,4.733,-1,8,9
54,BAR,P001133,P007464,P009948,P013269,3.933,0,6,6
54,BAR,P002939,P003196,P004888,P009862,2.317,-6,2,8
54,BAR,P002939,P003196,P007464,P009862,3.1,8,13,5
54,BAR,P002939,P003196,P007464,P013269,0.467,-4,0,4
54,BAR,P002939,P003196,P007464,P014134,2.684,0,9,9
54,BAR,P002939,P003196,P009862,P013269,0.4,0,0,0
54,BAR,P002939,P003196,P009862,P014134,2.217,4,9,5
54,BAR,P002939,P003196,P013269,P014134,0.467,-4,0,4
54,BAR,P002939,P004888,P007464,P012885,3.217,3,8,5
54,BAR,P002939,P004888,P007464,P013269,3.217,3,8,5
54,BAR,P002939,P004888,P009862,P012885,2.833,-9,0,9
54,BAR,P002939,P004888,P012885,P013269,3.217,3,8,5
54,BAR,P002939,P007464,P009862,P014134,2.217,4,9,5
54,BAR,P002939,P007464,P009948,P012885,3.3,2,6,4
54,BAR,P002939,P007464,P009948,P013269,5.233,7,11,4
54,BAR,P002939,P007464,P012885,P013269,6.517,5,14,9
54,BAR,P002939,P007464,P013269,P014134,0.467,-4,0,4
54,BAR,P002939,P009948,P012885,P013269,3.3,2,6,4
54,BAR,P003196,P007464,P009862,P014134,2.217,4,9,5
54,BAR,P003196,P007464,P009948,P013269,2.95,0,7,7
54,BAR,P003196,P007464,P009948,P014134,2.95,0,7,7
54,BAR,P003196,P007464,P013269,P014134,3.417,-4,7,11
54,BAR,P003196,P009948,P013269,P014134,2.95,0,7,7
54,BAR,P004888,P007464,P009862,P009948,0.95,0,2,2
54,BAR,P004888,P007464,P009948,P013269,4.85,-2,6,8
54,BAR,P004888,P007464,P012885,P013269,3.217,3,8,5
54,BAR,P007464,P009862,P009948,P013269,1.583,-4,2,6
54,BAR,P007464,P009948,P012885,P013269,3.3,2,6,4
54,BAR,P007464,P009948,P013269,P014134,3.883,-1,9,10
54,ZAL,P002329,P002676,P005504,P007029,1.25,1,3,2
54,ZAL,P002329,P002676,P005504,P007032,1.65,4,6,2
54,ZAL,P002329,P002676,P005504,P007975,1.933,-5,2,7
54,ZAL,P002329,P002676,P005504,P008192,0.883,-4,0,4
54,ZAL,P002329,P002676,P005504,P011927,1.05,-1,2,3
54,ZAL,P002329,P002676,P005504,P011983,0.4,3,3,0
54,ZAL,P002329,P002676,P007029,P007032,2.933,7,9,2
54,ZAL,P002329,P002676,P007029,P007975,0.267,0,0,0
54,ZAL,P002329,P002676,P007029,P012878,1.95,6,6,0
54,ZAL,P002329,P002676,P007032,P007975,1.733,3,6,3
54,ZAL,P002329,P002676,P007032,P008192,1.733,3,6,3
54,ZAL,P002329,P002676,P007032,P011983,0.4,3,3,0
54,ZAL,P002329,P002676,P007032,P012878,1.683,6,6,0
54,ZAL,P002329,P002676,P007975,P008192,4.933,3,14,11
54,ZAL,P002329,P002676,P007975,P011927,1.05,-1,2,3
54,ZAL,P002329,P002676,P007975,P012878,2.584,4,8,4
54,ZAL,P002329,P002676,P008192,P009299,0.083,0,0,0
54,ZAL,P002329,P002676,P008192,P012878,2.4,4,8,4
54,ZAL,P002329,P002676,P009299,P012878,0.083,0,0,0
54,ZAL,P002329,P005504,P007029,P007032,3.6,0,8,8
54,ZAL,P002329,P005504,P007029,P007975,2.35,-1,5,6
54,ZAL,P002329,P005504,P007032,P007975,2.35,-1,5,6
54,ZAL,P002329,P005504,P007032,P011927,1.183,1,3,2
54,ZAL,P002329,P005504,P007032,P011983,1.583,4,6,2
54,ZAL,P002329,P005504,P007975,P008192,0.883,-4,0,4
54,ZAL,P002329,P005504,P007975,P011927,1.05,-1,2,3
54,ZAL,P002329,P005504,P011927,P011983,1.183,1,3,2
54,ZAL,P002329,P007029,P007032,P007975,2.95,-3,5,8
54,ZAL,P002329,P007029,P007032,P012878,2.283,4,6,2
54,ZAL,P002329,P007029,P007975,P008192,1.917,0,4,4
54,ZAL,P002329,P007029,P007975,P011983,1.85,1,5,4
54,ZAL,P002329,P007029,P007975,P012878,4.634,-1,9,10
54,ZAL,P002329,P007029,P008192,P012878,1.917,0,4,4
54,ZAL,P002329,P007029,P011983,P012878,1.85,1,5,4
54,ZAL,P002329,P007032,P007975,P008192,1.733,3,6,3
54,ZAL,P002329,P007032,P007975,P012878,0.6,-2,0,2
54,ZAL,P002329,P007032,P011927,P011983,3.116,-4,3,7
54,ZAL,P002329,P007032,P011927,P012878,1.933,-5,0,5
54,ZAL,P002329,P007032,P011983,P012878,1.933,-5,0,5
54,ZAL,P002329,P007975,P008192,P012878,4.234,4,12,8
54,ZAL,P002329,P007975,P011983,P012878,1.85,1,5,4
54,ZAL,P002329,P008192,P009299,P012878,0.083,0,0,0
54,ZAL,P002329,P011927,P011983,P012878,1.933,-5,0,5
54,ZAL,P002676,P005504,P007029,P007032,3.45,-2,3,5
54,ZAL,P002676,P005504,P007029,P007975,4.783,7,12,5
54,ZAL,P002676,P005504,P007029,P008192,6.983,4,12,8
54,ZAL,P002676,P005504,P007032,P007975,3.483,3,7,4
54,ZAL,P002676,P005504,P007032,P008192,5.683,0,7,7
54,ZAL,P002676,P005504,P007032,P011927,0.7,-2,3,5
54,ZAL,P002676,P005504,P007032,P011983,1.1,1,6,5
54,ZAL,P002676,P005504,P007975,P007982,1.417,4,4,0
54,ZAL,P002676,P005504,P007975,P008192,10.566,10,23,13
54,ZAL,P002676,P005504,P007975,P011927,1.517,-2,2,4
54,ZAL,P002676,P005504,P007975,P011983,0.467,-1,0,1
54,ZAL,P002676,P005504,P007982,P008192,1.417,4,4,0
54,ZAL,P002676,P005504,P011927,P011983,1.167,-3,3,6
54,ZAL,P002676,P007029,P007032,P008192,2.933,-4,2,6
54,ZAL,P002676,P007029,P007032,P012878,2.416,5,8,3
54,ZAL,P002676,P007029,P007975,P008192,4.783,7,12,5
54,ZAL,P002676,P007029,P007975,P011927,0.717,-2,0,2
54,ZAL,P002676,P007029,P007975,P012878,0.984,-2,0,2
54,ZAL,P002676,P007029,P008192,P012878,0.733,-1,2,3
54,ZAL,P002676,P007029,P011927,P012878,0.717,-2,0,2
54,ZAL,P002676,P007032,P007975,P008192,5.216,6,13,7
54,ZAL,P002676,P007032,P008192,P012878,0.733,-1,2,3
54,ZAL,P002676,P007032,P011927,P011983,0.7,-2,3,5
54,ZAL,P002676,P007975,P007982,P008192,1.417,4,4,0
54,ZAL,P002676,P007975,P008192,P012878,2.317,4,8,4
54,ZAL,P002676,P007975,P011927,P011983,3.167,-5,2,7
54,ZAL,P002676,P007975,P011927,P012878,3.417,-6,2,8
54,ZAL,P002676,P007975,P011983,P012878,2.7,-4,2,6
54,ZAL,P002676,P008192,P009299,P012878,0.083,0,0,0
54,ZAL,P002676,P011927,P011983,P012878,2.7,-4,2,6
54,ZAL,P005504,P007029,P007032,P007975,2.35,-1,5,6
54,ZAL,P005504,P007029,P007032,P008192,2.2,-3,0,3
54,ZAL,P005504,P007029,P007032,P011927,0.467,4,4,0
54,ZAL,P005504,P007029,P007032,P011983,0.467,4,4,0
54,ZAL,P005504,P007029,P007975,P008192,4.783,7,12,5
54,ZAL,P005504,P007029,P007975,P011927,0.417,-2,0,2
54,ZAL,P005504,P007029,P007975,P011983,0.417,-2,0,2
54,ZAL,P005504,P007029,P011927,P011983,0.884,2,4,2
54,ZAL,P005504,P007032,P007975,P008192,3.483,3,7,4
54,ZAL,P005504,P007032,P011927,P011983,2.35,3,10,7
54,ZAL,P005504,P007975,P007982,P008192,1.417,4,4,0
54,ZAL,P005504,P007975,P011927,P011983,0.884,-3,0,3
54,ZAL,P007029,P007032,P007975,P012878,0.6,-2,0,2
54,ZAL,P007029,P007032,P008192,P012878,0.733,-1,2,3
54,ZAL,P007029,P007032,P011927,P011983,0.467,4,4,0
54,ZAL,P007029,P007975,P008192,P012878,1.917,0,4,4
54,ZAL,P007029,P007975,P011927,P011983,2.384,3,7,4
54,ZAL,P007029,P007975,P011927,P012878,2.684,3,7,4
54,ZAL,P007029,P007975,P011983,P012878,3.817,6,12,6
54,ZAL,P007029,P011927,P011983,P012878,1.967,5,7,2
54,ZAL,P007032,P007975,P011927,P011983,0.45,1,2,1
54,ZAL,P007032,P007975,P011927,P012878,0.45,1,2,1
54,ZAL,P007032,P007975,P011983,P012878,0.45,1,2,1
54,ZAL,P007032,P011927,P011983,P012878,2.383,-4,2,6
54,ZAL,P007975,P011927,P011983,P012878,5.117,2,11,9
55,HTA,P002580,P009846,P010550,P011157,3.933,-5,7,12
55,HTA,P002580,P009846,P010550,P011823,2.883,-2,4,6
55,HTA,P002580,P009846,P010550,P012609,9.0,-10,13,23
55,HTA,P002580,P009846,P010550,P012788,2.667,-6,2,8
55,HTA,P002580,P009846,P010550,P013402,0.483,-3,0,3
55,HTA,P002580,P009846,P011157,P012609,6.767,3,16,13
55,HTA,P002580,P009846,P011157,P013402,3.8,2,9,7
55,HTA,P002580,P009846,P011823,P012609,3.216,-2,4,6
55,HTA,P002580,P009846,P011823,P013402,0.333,0,0,0
55,HTA,P002580,P009846,P012609,P012788,14.65,-2,33,35
55,HTA,P002580,P009846,P012609,P013284,11.983,4,31,27
55,HTA,P002580,P009846,P012609,P013402,3.65,5,9,4
55,HTA,P002580,P009846,P012788,P013284,11.983,4,31,27
55,HTA,P002580,P010550,P011157,P012609,3.45,-2,7,9
55,HTA,P002580,P010550,P011157,P013402,0.483,-3,0,3
55,HTA,P002580,P010550,P011823,P012609,2.883,-2,4,6
55,HTA,P002580,P010550,P012609,P012788,2.667,-6,2,8
55,HTA,P002580,P011157,P012609,P013402,3.317,5,9,4
55,HTA,P002580,P011823,P012609,P013402,0.333,0,0,0
55,HTA,P002580,P012609,P012788,P013284,11.983,4,31,27
55,HTA,P009846,P010550,P010568,P011157,4.633,4,9,5
55,HTA,P009846,P010550,P010568,P011823,0.05,0,0,0
55,HTA,P009846,P010550,P010568,P012609,0.05,0,0,0
55,HTA,P009846,P010550,P010568,P012788,1.633,-1,4,5
55,HTA,P009846,P010550,P010568,P013402,6.266,3,13,10
55,HTA,P009846,P010550,P011157,P012609,3.45,-2,7,9
55,HTA,P009846,P010550,P011157,P013402,5.116,1,9,8
55,HTA,P009846,P010550,P011823,P012609,2.933,-2,4,6
55,HTA,P009846,P010550,P012609,P012788,2.667,-6,2,8
55,HTA,P009846,P010550,P012788,P013402,1.633,-1,4,5
55,HTA,P009846,P010568,P011157,P013402,4.633,4,9,5
55,HTA,P009846,P010568,P011823,P012609,0.217,2,2,0
55,HTA,P009846,P010568,P011823,P013402,0.167,2,2,0
55,HTA,P009846,P010568,P012609,P013402,0.167,2,2,0
55,HTA,P009846,P010568,P012788,P013402,1.633,-1,4,5
55,HTA,P009846,P011157,P012609,P013402,3.317,5,9,4
55,HTA,P009846,P011823,P012609,P013402,0.5,2,2,0
55,HTA,P009846,P012609,P012788,P013284,11.983,4,31,27
55,HTA,P010550,P010568,P011157,P012609,3.95,2,8,6
55,HTA,P010550,P010568,P011157,P013402,8.583,6,17,11
55,HTA,P010550,P010568,P011823,P012609,0.05,0,0,0
55,HTA,P010550,P010568,P012609,P013402,3.95,2,8,6
55,HTA,P010550,P010568,P012788,P013402,1.633,-1,4,5
55,HTA,P010550,P011157,P012609,P013402,3.95,2,8,6
55,HTA,P010568,P011157,P012609,P013284,4.45,5,9,4
55,HTA,P010568,P011157,P012609,P013402,8.4,7,17,10
55,HTA,P010568,P011157,P013284,P013402,4.45,5,9,4
55,HTA,P010568,P011823,P012609,P013402,0.167,2,2,0
55,HTA,P010568,P012609,P013284,P013402,4.45,5,9,4
55,HTA,P011157,P012609,P013284,P013402,4.45,5,9,4
55,MCO,P000796,P000848,P004132,P005985,3.034,1,5,4
55,MCO,P000796,P000848,P004132,P008099,0.567,-2,0,2
55,MCO,P000796,P000848,P004132,P011226,2.467,3,5,2
55,MCO,P000796,P000848,P005985,P008099,0.567,-2,0,2
55,MCO,P000796,P000848,P005985,P011226,2.467,3,5,2
55,MCO,P000796,P004132,P005985,P008099,8.234,-13,10,23
55,MCO,P000796,P004132,P005985,P011212,1.083,0,2,2
55,MCO,P000796,P004132,P005985,P011226,11.217,-8,17,25
55,MCO,P000796,P004132,P008099,P011226,7.667,-11,10,21
55,MCO,P000796,P004132,P011212,P011226,1.083,0,2,2
55,MCO,P000796,P005985,P008099,P010390,1.917,-3,2,5
55,MCO,P000796,P005985,P008099,P011226,7.667,-11,10,21
55,MCO,P000796,P005985,P008099,P012515,1.917,-3,2,5
55,MCO,P000796,P005985,P010390,P012515,1.917,-3,2,5
55,MCO,P000796,P005985,P011212,P011226,1.083,0,2,2
55,MCO,P000796,P008099,P010390,P011212,5.034,5,14,9
55,MCO,P000796,P008099,P010390,P011226,0.867,4,4,0
55,MCO,P000796,P008099,P010390,P012515,6.084,-2,12,14
55,MCO,P000796,P008099,P011212,P011226,0.867,4,4,0
55,MCO,P000796,P008099,P011212,P012515,4.167,1,10,9
55,MCO,P000796,P010390,P011212,P011226,0.867,4,4,0
55,MCO,P000796,P010390,P011212,P012515,4.167,1,10,9
55,MCO,P000848,P004132,P005985,P008099,0.567,-2,0,2
55,MCO,P000848,P004132,P005985,P011226,2.467,3,5,2
55,MCO,P000848,P004132,P008099,P011212,1.533,-3,0,3
55,MCO,P000848,P004132,P008099,P011231,1.533,-3,0,3
55,MCO,P000848,P004132,P011212,P011231,1.533,-3,0,3
55,MCO,P000848,P008099,P010390,P011212,2.533,1,5,4
55,MCO,P000848,P008099,P010390,P011231,2.533,1,5,4
55,MCO,P000848,P008099,P011212,P011231,4.066,-2,5,7
55,MCO,P000848,P010390,P011212,P011231,2.533,1,5,4
55,MCO,P004132,P005985,P008099,P011212,0.967,2,2,0
55,MCO,P004132,P005985,P008099,P011226,10.001,-11,14,25
55,MCO,P004132,P005985,P008099,P011231,1.367,-2,2,4
55,MCO,P004132,P005985,P011212,P011226,11.133,3,26,23
55,MCO,P004132,P005985,P011212,P011231,9.083,1,22,21
55,MCO,P004132,P005985,P011226,P011231,10.45,-1,24,25
55,MCO,P004132,P008099,P011212,P011226,0.967,2,2,0
55,MCO,P004132,P008099,P011212,P011231,1.533,-3,0,3
55,MCO,P004132,P008099,P011226,P011231,1.367,-2,2,4
55,MCO,P004132,P011212,P011226,P011231,9.083,1,22,21
55,MCO,P005985,P008099,P010390,P012515,1.917,-3,2,5
55,MCO,P005985,P008099,P011212,P011226,0.967,2,2,0
55,MCO,P005985,P008099,P011226,P011231,1.367,-2,2,4
55,MCO,P005985,P010390,P011212,P011226,5.467,3,13,10
55,MCO,P005985,P010390,P011212,P011231,5.467,3,13,10
55,MCO,P005985,P010390,P011226,P011231,5.467,3,13,10
55,MCO,P005985,P011212,P011226,P011231,14.55,4,35,31
55,MCO,P008099,P010390,P011212,P011226,1.184,2,4,2
55,MCO,P008099,P010390,P011212,P011231,2.533,1,5,4
55,MCO,P008099,P010390,P011212,P012515,4.484,-1,10,11
55,MCO,P008099,P010390,P011226,P012515,0.317,-2,0,2
55,MCO,P008099,P011212,P011226,P012515,0.317,-2,0,2
55,MCO,P010390,P011212,P011226,P011231,5.467,3,13,10
55,MCO,P010390,P011212,P011226,P012515,0.317,-2,0,2
56,ASV,P002100,P003526,P009556,P012731,0.367,0,0,0
56,ASV,P002100,P003526,P009556,P014014,0.367,0,0,0
56,ASV,P002100,P003526,P010316,P010319,0.65,-3,0,3
56,ASV,P002100,P003526,P010316,P012268,0.15,-1,0,1
56,ASV,P002100,P003526,P010316,P012618,2.017,6,6,0
56,ASV,P002100,P003526,P010316,P012731,1.15,-3,0,3
56,ASV,P002100,P003526,P010316,P014013,3.667,1,6,5
56,ASV,P002100,P003526,P010319,P012268,0.483,-2,0,2
56,ASV,P002100,P003526,P010319,P012731,2.299,1,6,5
56,ASV,P002100,P003526,P010319,P014013,2.483,1,7,6
56,ASV,P002100,P003526,P010319,P014088,1.683,1,5,4
56,ASV,P002100,P003526,P012268,P012731,0.333,-1,0,1
56,ASV,P002100,P003526,P012618,P014013,2.017,6,6,0
56,ASV,P002100,P003526,P012731,P014013,2.283,-1,4,5
56,ASV,P002100,P003526,P012731,P014014,0.367,0,0,0
56,ASV,P002100,P003526,P012731,P014088,0.833,0,2,2
56,ASV,P002100,P003526,P014013,P014014,1.617,5,5,0
56,ASV,P002100,P003526,P014013,P014088,2.467,6,8,2
56,ASV,P002100,P003526,P014014,P014088,1.617,5,5,0
56,ASV,P002100,P009556,P012731,P014014,0.367,0,0,0
56,ASV,P002100,P010316,P010319,P012268,0.15,-1,0,1
56,ASV,P002100,P010316,P010319,P012731,0.5,1,1,0
56,ASV,P002100,P010316,P010319,P014013,0.5,-2,0,2
56,ASV,P002100,P010316,P010319,P014088,0.5,1,1,0
56,ASV,P002100,P010316,P012618,P012731,2.033,0,4,4
56,ASV,P002100,P010316,P012618,P014013,9.517,2,22,20
56,ASV,P002100,P010316,P012618,P014088,5.467,-4,12,16
56,ASV,P002100,P010316,P012731,P014013,7.1,-6,8,14
