Gamecode,CODETEAM,J1,TIME,DELTA_SCORE,OFF,DEF
4,PAR,P008232,6.516,7,18,11
4,PAR,P010581,14.499,-13,24,37
4,PAR,P011981,25.499,0,52,52
4,PAR,P012720,22.766,-3,45,48
4,PAR,P012745,24.083,-18,40,58
4,PAR,P013369,29.365,2,60,58
4,PAR,P013370,10.633,-15,16,31
4,PAR,P014007,23.182,-8,45,53
5,BAR,P000925,18.634,-9,43,52
5,BAR,P001133,23.966,0,53,53
5,BAR,P002939,28.867,2,63,61
5,BAR,P003196,12.066,-2,24,26
5,BAR,P004888,24.834,4,58,54
5,BAR,P006435,12.117,-16,26,42
5,BAR,P006568,8.984,-5,20,25
5,BAR,P007464,16.285,-16,34,50
5,BAR,P009862,25.95,4,60,56
5,BAR,P009948,3.767,-6,7,13
5,BAR,P009992,8.784,-15,17,32
5,BAR,P013269,15.751,-21,30,51
5,HTA,P002580,27.951,2,60,58
5,HTA,P009846,24.335,13,61,48
5,HTA,P010550,15.684,10,43,33
5,HTA,P010568,22.034,20,64,44
5,HTA,P011157,18.068,10,53,43
5,HTA,P011823,0.017,-2,0,2
5,HTA,P012609,18.901,4,48,44
5,HTA,P012788,22.851,5,52,47
5,HTA,P013284,30.785,9,79,70
5,HTA,P013402,19.384,9,55,46
6,MUN,P001288,24.466,-5,50,55
6,MUN,P001557,13.167,-6,24,30
6,MUN,P004508,21.0,-6,35,41
6,MUN,P004512,2.2,0,2,2
6,MUN,P004863,20.066,-6,39,45
6,MUN,P011244,2.133,-4,0,4
6,MUN,P011836,24.699,2,55,53
6,MUN,P012597,15.533,1,34,33
6,MUN,P013290,14.916,-3,29,32
6,MUN,P013378,24.016,-5,50,55
6,MUN,P013383,25.399,2,61,59
6,MUN,P013386,12.4,-10,16,26
6,PAN,P001926,14.783,2,32,30
6,PAN,P002328,7.983,8,18,10
6,PAN,P005353,20.433,9,49,40
6,PAN,P007866,12.182,3,25,22
6,PAN,P011085,28.55,4,62,58
6,PAN,P011204,24.233,7,50,43
6,PAN,P011442,10.567,4,27,23
6,PAN,P012608,10.584,3,24,21
6,PAN,P012712,17.251,1,35,34
6,PAN,P012774,33.867,0,75,75
6,PAN,P014011,19.567,-1,38,39
7,MAD,P003108,24.734,-5,39,44
7,MAD,P003733,13.949,7,23,16
7,MAD,P005791,22.1,-1,34,35
7,MAD,P005928,25.75,4,44,40
7,MAD,P006482,10.317,-1,19,20
7,MAD,P007630,4.717,-7,6,13
7,MAD,P009005,20.533,3,40,37
7,MAD,P011247,21.051,-11,40,51
7,MAD,P013667,11.001,1,21,20
7,MAD,P014006,22.235,-8,37,45
7,MAD,P014117,9.033,3,18,15
7,MAD,PTGB,14.585,-15,19,34
7,VIR,P001844,11.899,11,30,19
7,VIR,P005422,28.083,-5,44,49
7,VIR,P006739,11.966,-4,16,20
7,VIR,P007947,15.583,9,33,24
7,VIR,P011051,21.516,-4,35,39
7,VIR,P011987,21.416,-9,33,42
7,VIR,P012585,18.267,15,41,26
7,VIR,P012687,26.582,4,46,42
7,VIR,P013374,11.033,2,23,21
7,VIR,P014004,12.45,1,25,24
7,VIR,P014005,13.75,2,28,26
7,VIR,P014108,7.45,8,16,8
8,PRS,P004197,23.617,-30,35,65
8,PRS,P004655,9.567,-19,11,30
8,PRS,P007993,16.782,2,36,34
8,PRS,P009664,17.501,-17,32,49
8,PRS,P010431,14.833,2,40,38
8,PRS,P011949,18.651,-9,42,51
8,PRS,P012403,10.934,-2,20,22
8,PRS,P012611,17.75,-5,28,33
8,PRS,P012640,19.733,-14,42,56
8,PRS,P013373,12.983,1,23,22
8,PRS,P014008,20.233,-3,36,39
8,PRS,P014010,17.416,-1,40,41
8,ULK,P002849,24.515,8,61,53
8,ULK,P003091,1.316,7,8,1
8,ULK,P006961,22.581,11,53,42
8,ULK,P007182,16.465,6,36,30
8,ULK,P007929,11.081,2,27,25
8,ULK,P009783,14.316,10,32,22
8,ULK,P009863,26.28,17,66,49
8,ULK,P011205,25.581,13,60,47
8,ULK,P012613,15.098,19,42,23
8,ULK,P014015,13.982,-4,26,30
8,ULK,P014016,8.7,0,17,17
8,ULK,P014124,20.065,6,52,46
9,MCO,P000796,24.066,-2,63,65
9,MCO,P000848,12.634,14,33,19
9,MCO,P004132,22.567,-4,56,60
9,MCO,P005985,29.883,-14,59,73
9,MCO,P008099,21.6,-5,36,41
9,MCO,P010390,13.75,-11,15,26
9,MCO,P011212,24.45,-3,60,63
9,MCO,P011226,27.766,-4,60,64
9,MCO,P011231,18.617,5,32,27
9,MCO,P012515,4.667,-1,6,7
9,ZAL,P002329,31.835,1,70,69
9,ZAL,P002676,8.251,-7,21,28
9,ZAL,P005504,9.551,3,18,15
9,ZAL,P007029,6.751,0,13,13
9,ZAL,P007032,20.901,-1,48,49
9,ZAL,P007975,28.351,15,67,52
9,ZAL,P007982,24.217,3,48,45
9,ZAL,P008192,15.067,-3,31,34
9,ZAL,P011927,19.968,8,47,39
9,ZAL,P011983,11.684,-1,25,26
9,ZAL,P012878,23.434,7,57,50
10,ASV,P000229,14.633,2,32,30
10,ASV,P002100,23.833,-9,46,55
10,ASV,P003526,20.832,-10,36,46
10,ASV,P010316,17.199,-11,28,39
10,ASV,P010319,3.3,0,4,4
10,ASV,P012618,12.083,-6,21,27
10,ASV,P012731,19.849,-9,32,41
10,ASV,P013371,23.3,-4,42,46
10,ASV,P014013,19.366,6,40,34
10,ASV,P014014,19.133,10,44,34
10,ASV,P014088,26.467,16,60,44
10,PAM,P006643,18.649,10,42,32
10,PAM,P010162,2.033,-5,0,5
10,PAM,P010393,22.25,6,40,34
10,PAM,P010444,17.317,4,37,33
10,PAM,P010545,5.7,-4,12,16
10,PAM,P010750,15.183,-7,23,30
10,PAM,P011078,22.367,7,51,44
10,PAM,P011217,21.651,-6,39,45
10,PAM,P011980,13.633,-2,33,35
10,PAM,P012738,20.8,1,37,36
10,PAM,P014115,27.166,11,61,50
10,PAM,P014133,13.251,0,25,25
11,MUN,P001288,23.919,7,64,57
11,MUN,P001557,16.784,2,39,37
11,MUN,P004508,26.219,10,72,62
11,MUN,P004512,3.75,-4,7,11
11,MUN,P004863,23.168,12,53,41
11,MUN,P011244,12.885,10,38,28
11,MUN,P011836,24.869,6,61,55
11,MUN,P012597,14.168,-4,37,41
11,MUN,P013290,14.434,3,30,27
11,MUN,P013378,16.451,0,32,32
11,MUN,P013383,8.868,-1,22,23
11,MUN,P013386,14.5,4,30,26
11,RED,P004866,27.184,-14,57,71
11,RED,P007960,19.334,-7,46,53
11,RED,P009048,32.95,-11,72,83
11,RED,P011305,29.867,-6,66,72
11,RED,P011982,13.733,-11,26,37
11,RED,P012201,26.267,2,62,60
11,RED,P013363,29.999,4,69,65
11,RED,P014029,20.666,-2,42,44
12,MIL,P001518,5.117,1,6,5
12,MIL,P004004,22.902,18,49,31
12,MIL,P005379,10.134,13,31,18
12,MIL,P007056,17.285,-4,29,33
12,MIL,P007831,24.236,-14,45,59
12,MIL,P008985,27.968,-4,55,59
12,MIL,P008987,25.052,-16,41,57
12,MIL,P011064,13.585,8,37,29
12,MIL,P011199,22.718,2,49,47
12,MIL,P012593,19.551,-22,21,43
12,MIL,P013384,11.467,8,27,19
12,PAR,P004761,17.666,-10,30,40
12,PAR,P006760,31.933,2,69,67
12,PAR,P007736,0.083,0,0,0
12,PAR,P008232,6.133,0,9,9
12,PAR,P010581,19.383,-10,30,40
12,PAR,P011981,20.067,12,50,38
12,PAR,P012720,26.351,7,57,50
12,PAR,P012745,17.284,19,45,26
12,PAR,P013369,25.335,8,59,51
12,PAR,P013370,14.665,-6,21,27
12,PAR,P014007,21.1,-12,30,42
13,MAD,P003108,23.034,8,58,50
13,MAD,P003733,12.801,-4,29,33
13,MAD,P005791,19.9,9,51,42
13,MAD,P005928,22.184,7,46,39
13,MAD,P006482,17.084,13,42,29
13,MAD,P007630,9.9,2,19,17
13,MAD,P009005,20.5,8,41,33
13,MAD,P011247,17.817,5,43,38
13,MAD,P013667,10.201,1,19,18
13,MAD,P014006,11.617,-2,22,24
13,MAD,P014117,23.551,11,52,41
13,MAD,PTGB,11.416,2,23,21
13,OLY,P001255,17.017,-3,28,31
13,OLY,P003469,28.9,-6,58,64
13,OLY,P003941,28.0,-3,56,59
13,OLY,P008829,6.583,-6,6,12
13,OLY,P008855,23.266,-3,45,48
13,OLY,P009849,30.85,-3,62,65
13,OLY,P011196,5.933,-11,6,17
13,OLY,P011221,6.067,2,15,13
13,OLY,P012610,10.117,-6,22,28
13,OLY,P013380,26.533,-12,55,67
13,OLY,P013389,16.734,-9,32,41
14,HTA,P002580,25.585,7,58,51
14,HTA,P008858,4.4,-8,5,13
14,HTA,P009846,29.135,5,63,58
14,HTA,P010550,5.784,-5,6,11
14,HTA,P010568,19.134,-8,36,44
14,HTA,P011157,5.45,-6,11,17
14,HTA,P011823,13.65,-9,21,30
14,HTA,P012609,26.016,21,63,42
14,HTA,P012788,23.917,17,60,43
14,HTA,P013284,30.334,19,76,57
14,HTA,P013402,16.6,-3,36,39
14,IST,P005844,12.3,-3,22,25
14,IST,P006590,0.1,0,0,0
14,IST,P007109,14.033,6,33,27
14,IST,P007200,31.818,-17,60,77
14,IST,P009549,34.467,-6,70,76
14,IST,P009754,28.45,1,62,61
14,IST,P010391,22.749,0,45,45
14,IST,P011201,3.266,6,10,4
14,IST,P012710,31.967,-7,66,73
14,IST,P014102,20.85,-10,37,47
15,PRS,P004197,22.932,-6,54,60
15,PRS,P004655,6.899,5,21,16
15,PRS,P006904,16.167,10,44,34
15,PRS,P007993,16.367,-2,42,44
15,PRS,P009664,13.682,10,32,22
15,PRS,P010431,20.084,16,58,42
15,PRS,P012403,13.45,-1,24,25
15,PRS,P012611,19.915,-9,43,52
15,PRS,P012640,22.668,13,65,52
15,PRS,P013373,10.349,2,27,25
15,PRS,P014008,14.982,-3,33,36
15,PRS,P014010,22.5,0,62,62
15,TEL,P006835,26.6,-13,55,68
15,TEL,P007990,10.584,-3,24,27
15,TEL,P011193,14.117,-17,29,46
15,TEL,P011219,13.067,-16,20,36
15,TEL,P013289,14.851,4,37,33
15,TEL,P013381,2.951,-6,11,17
15,TEL,P013403,27.551,4,73,69
15,TEL,P013699,25.867,10,65,55
15,TEL,P014012,18.767,4,42,38
15,TEL,P014123,28.917,-3,69,72
15,TEL,P014127,16.733,1,45,44
16,DUB,P002661,4.867,-3,10,13
16,DUB,P003458,15.617,-8,34,42
16,DUB,P003527,8.834,-2,19,21
16,DUB,P005942,5.049,-1,12,13
16,DUB,P006540,24.801,-10,53,63
16,DUB,P008325,14.717,-10,26,36
16,DUB,P011194,22.217,-15,40,55
16,DUB,P011286,28.599,-18,58,76
16,DUB,P012606,29.784,-15,62,77
16,DUB,P012795,16.1,-3,34,37
16,DUB,P012796,17.833,-13,38,51
16,DUB,P014031,11.582,-12,19,31
16,MCO,P000796,20.301,27,63,36
16,MCO,P000848,10.783,-10,19,29
16,MCO,P004132,16.701,19,47,28
16,MCO,P005985,27.635,26,78,52
16,MCO,P008099,22.551,22,63,41
16,MCO,P010390,19.701,1,46,45
16,MCO,P011212,22.335,2,51,49
16,MCO,P011226,27.251,22,73,51
16,MCO,P011231,20.001,1,45,44
16,MCO,P012515,12.751,0,30,30
17,ASV,P000229,17.067,-6,36,42
17,ASV,P002100,12.782,-2,34,36
17,ASV,P003526,21.715,10,59,49
17,ASV,P010316,17.983,-2,47,49
17,ASV,P010319,3.0,-6,2,8
17,ASV,P012268,10.417,-1,24,25
17,ASV,P012618,16.916,-11,44,55
17,ASV,P012731,23.566,20,72,52
17,ASV,P013371,14.699,13,45,32
17,ASV,P014013,17.0,-2,35,37
17,ASV,P014014,19.4,20,52,32
17,ASV,P014088,25.45,2,60,58
17,BAS,P007230,24.217,-9,55,64
17,BAS,P007579,12.934,0,32,32
17,BAS,P008072,19.167,-15,39,54
17,BAS,P008173,9.25,8,23,15
17,BAS,P011948,22.534,-16,51,67
17,BAS,P012080,25.951,0,66,66
17,BAS,P013367,29.017,-13,63,76
17,BAS,P014026,12.634,11,35,24
17,BAS,P014027,12.05,0,32,32
17,BAS,P014086,22.634,-12,49,61
17,BAS,P014119,9.617,11,30,19
18,BAR,P000925,17.532,2,49,47
18,BAR,P001133,25.367,13,70,57
18,BAR,P002939,17.934,-5,42,47
18,BAR,P003196,19.434,12,50,38
18,BAR,P004888,28.567,13,78,65
18,BAR,P006435,22.498,10,61,51
18,BAR,P007464,12.615,-7,35,42
18,BAR,P009862,25.1,13,68,55
18,BAR,P009992,6.632,-4,12,16
18,BAR,P013269,11.9,-5,29,34
18,BAR,P014134,12.416,-7,21,28
18,PAN,P001926,27.148,-1,70,71
18,PAN,P004088,17.233,-5,40,45
18,PAN,P005353,12.933,-5,26,31
18,PAN,P007866,17.85,-5,46,51
18,PAN,P011085,11.683,-3,32,35
18,PAN,P011204,23.1,-11,48,59
18,PAN,P011209,5.334,4,16,12
18,PAN,P012608,11.349,-1,28,29
18,PAN,P012712,35.082,3,90,87
18,PAN,P012774,24.583,-4,56,60
18,PAN,P014011,13.7,-7,28,35
19,PAM,P006643,17.533,-5,38,43
19,PAM,P010162,4.55,3,9,6
19,PAM,P010393,21.952,4,54,50
19,PAM,P010444,15.85,19,49,30
19,PAM,P010545,11.933,18,36,18
19,PAM,P010750,21.633,1,48,47
19,PAM,P011078,18.835,6,55,49
19,PAM,P011217,19.634,16,63,47
19,PAM,P011980,13.149,-4,34,38
19,PAM,P012738,16.868,-17,33,50
19,PAM,P014115,26.635,10,68,58
19,PAM,P014133,11.433,-6,28,34
19,VIR,P001844,9.75,-14,12,26
19,VIR,P005422,29.8,8,80,72
19,VIR,P006739,27.167,-1,72,73
19,VIR,P007947,15.283,-1,37,38
19,VIR,P011051,20.7,-18,37,55
19,VIR,P011987,24.883,-16,50,66
19,VIR,P012585,22.101,2,61,59
19,VIR,P012687,14.15,-4,33,37
19,VIR,P013374,3.066,-4,6,10
19,VIR,P014004,0.533,-2,0,2
19,VIR,P014005,24.616,-3,59,62
19,VIR,P014108,7.951,8,23,15
20,ULK,P002849,26.517,11,64,53
20,ULK,P006961,17.316,-9,34,43
20,ULK,P007182,11.166,-9,16,25
20,ULK,P007929,14.815,7,28,21
20,ULK,P009783,9.167,-12,11,23
20,ULK,P009863,27.167,8,65,57
20,ULK,P011205,30.515,0,59,59
20,ULK,P012613,28.15,4,57,53
20,ULK,P014015,9.283,-5,21,26
20,ULK,P014016,4.267,-3,10,13
20,ULK,P014124,21.632,-7,40,47
20,ZAL,P002329,24.185,-5,49,54
20,ZAL,P002676,18.935,-1,38,39
20,ZAL,P005504,12.185,13,32,19
20,ZAL,P007029,5.217,-3,8,11
20,ZAL,P007032,18.967,3,41,38
20,ZAL,P007975,24.218,9,59,50
20,ZAL,P007982,24.501,6,53,47
20,ZAL,P008192,23.434,0,43,43
20,ZAL,P009299,4.6,-6,7,13
20,ZAL,P011927,11.684,6,27,21
20,ZAL,P011983,7.601,2,15,13
20,ZAL,P012878,24.483,-9,48,57
21,HTA,P002580,21.851,-13,49,62
21,HTA,P009846,32.217,-9,74,83
21,HTA,P010550,16.85,-7,29,36
21,HTA,P010568,18.866,-3,41,44
21,HTA,P011157,9.834,4,19,15
21,HTA,P011823,3.616,-4,7,11
21,HTA,P012609,26.016,-10,62,72
21,HTA,P012788,24.684,-7,60,67
21,HTA,P013284,22.183,-8,54,62
21,HTA,P013402,23.883,-8,55,63
21,TEL,P006835,28.582,8,77,69
21,TEL,P011193,23.599,11,66,55
21,TEL,P011219,17.182,2,45,43
21,TEL,P013289,20.1,8,46,38
21,TEL,P013381,9.417,6,23,17
21,TEL,P013403,21.35,13,64,51
21,TEL,P013699,19.416,8,51,43
21,TEL,P014012,11.417,5,26,21
21,TEL,P014123,19.633,0,42,42
21,TEL,P014127,29.299,4,75,71
22,BAS,P005713,14.715,-1,35,36
22,BAS,P007230,27.383,-7,53,60
22,BAS,P007579,2.717,-6,0,6
22,BAS,P008072,9.649,-4,11,15
22,BAS,P008173,9.282,-6,16,22
22,BAS,P011948,20.733,0,36,36
22,BAS,P012080,29.533,0,64,64
22,BAS,P013367,27.467,3,64,61
22,BAS,P014027,17.917,12,45,33
22,BAS,P014086,22.75,8,59,51
22,BAS,P014119,17.849,-9,37,46
22,PAN,P001926,11.516,-10,15,25
22,PAN,P002328,1.4,-3,2,5
22,PAN,P004088,34.416,10,79,69
22,PAN,P005353,7.25,-3,9,12
22,PAN,P007866,13.033,4,35,31
22,PAN,P011085,9.783,3,20,17
22,PAN,P011204,21.133,-22,35,57
22,PAN,P011442,7.166,-3,18,21
22,PAN,P012608,19.416,20,54,34
22,PAN,P012712,30.333,-8,59,67
22,PAN,P012774,30.799,13,71,58
22,PAN,P014011,13.75,9,33,24
23,MCO,P000796,22.149,5,47,42
23,MCO,P000848,11.934,1,23,22
23,MCO,P004132,28.399,8,69,61
23,MCO,P005985,28.066,2,59,57
23,MCO,P008099,20.916,11,51,40
23,MCO,P010390,11.601,-5,13,18
23,MCO,P011212,23.334,-5,41,46
23,MCO,P011226,32.999,7,69,62
23,MCO,P011231,17.851,-2,35,37
23,MCO,P012515,2.751,-7,3,10
23,MIL,P001518,11.468,-12,14,26
23,MIL,P003048,16.318,14,35,21
23,MIL,P004004,22.235,12,44,32
23,MIL,P007056,29.836,-8,59,67
23,MIL,P007831,26.403,-7,53,60
23,MIL,P008985,12.835,-13,24,37
23,MIL,P008987,22.136,0,50,50
23,MIL,P009622,21.418,-7,45,52
23,MIL,P012593,17.819,4,32,28
23,MIL,P013384,19.552,2,39,37
24,PRS,P004197,19.033,-5,32,37
24,PRS,P004655,14.433,-6,26,32
24,PRS,P006904,11.884,8,24,16
24,PRS,P007993,19.467,3,46,43
24,PRS,P009664,17.117,1,30,29
24,PRS,P010431,20.867,11,55,44
24,PRS,P011949,20.501,17,58,41
24,PRS,P012403,13.567,11,38,27
24,PRS,P012611,17.95,-2,29,31
24,PRS,P012640,23.234,10,61,51
24,PRS,P013373,9.951,1,25,24
24,PRS,P014010,12.001,6,26,20
24,VIR,P001844,19.786,-5,36,41
24,VIR,P005422,17.984,-11,34,45
24,VIR,P006739,19.936,-8,37,45
24,VIR,P007947,19.468,1,44,43
24,VIR,P011051,18.568,-11,37,48
24,VIR,P011987,20.435,-10,38,48
24,VIR,P012585,19.935,1,43,42
24,VIR,P012687,21.952,6,50,44
24,VIR,P013374,21.353,0,42,42
24,VIR,P014004,3.884,-1,7,8
24,VIR,P014005,16.719,-17,27,44
25,ASV,P000229,24.401,-19,46,65
25,ASV,P003526,22.317,-1,41,42
25,ASV,P009556,19.701,-5,32,37
25,ASV,P010316,5.7,-8,8,16
25,ASV,P010319,21.734,-2,38,40
25,ASV,P012268,13.767,0,19,19
25,ASV,P012618,19.2,9,52,43
25,ASV,P012731,18.084,-5,28,33
25,ASV,P014013,21.65,-5,45,50
25,ASV,P014014,12.267,-13,12,25
25,ASV,P014088,21.184,-16,39,55
25,MAD,P003108,18.466,10,37,27
25,MAD,P005791,16.833,14,48,34
25,MAD,P005928,20.433,8,42,34
25,MAD,P006482,23.982,12,54,42
25,MAD,P009005,21.533,3,48,45
25,MAD,P010105,5.267,-2,4,6
25,MAD,P011247,19.566,5,43,38
25,MAD,P013555,0.8,-4,0,4
25,MAD,P013667,17.899,1,33,32
25,MAD,P014006,22.167,-3,47,50
25,MAD,P014117,17.832,16,38,22
25,MAD,PTGB,15.217,5,31,26
26,IST,P005844,17.267,-3,36,39
26,IST,P007109,17.167,10,44,34
26,IST,P007200,33.05,1,75,74
26,IST,P009549,29.267,-5,60,65
26,IST,P009754,21.117,-5,43,48
26,IST,P010391,25.385,2,61,59
26,IST,P011201,3.383,-7,5,12
26,IST,P012710,35.384,-2,79,81
26,IST,P012742,7.801,-4,17,21
26,IST,P014025,4.617,-4,8,12
26,IST,P014102,5.567,-13,7,20
26,PAR,P004761,8.867,10,25,15
26,PAR,P006760,30.367,-2,68,70
26,PAR,P008232,6.984,8,21,13
26,PAR,P010581,18.535,8,41,33
26,PAR,P011981,25.433,-1,58,59
26,PAR,P012720,30.901,3,71,68
26,PAR,P012745,24.416,0,58,58
26,PAR,P013369,28.117,4,67,63
26,PAR,P013370,8.534,1,20,19
26,PAR,P014007,17.851,-1,36,37
27,DUB,P000956,4.0,-1,7,8
27,DUB,P002661,16.067,-4,28,32
27,DUB,P002968,3.183,-7,3,10
27,DUB,P003458,23.666,-10,45,55
27,DUB,P003527,23.834,-1,43,44
27,DUB,P005942,14.484,-16,18,34
27,DUB,P008325,10.001,0,15,15
27,DUB,P011194,26.849,-12,44,56
27,DUB,P011286,33.65,-21,56,77
27,DUB,P012606,28.65,-14,46,60
27,DUB,P012796,15.616,-9,30,39
27,OLY,P001255,20.033,11,43,32
27,OLY,P003469,23.517,18,57,39
27,OLY,P003941,20.134,11,51,40
27,OLY,P006591,15.051,5,38,33
27,OLY,P008829,19.4,3,33,30
27,OLY,P009849,23.85,18,61,43
27,OLY,P010392,3.367,-3,4,7
27,OLY,P011196,13.699,12,27,15
27,OLY,P011221,6.167,-4,8,12
27,OLY,P012610,22.1,11,46,35
27,OLY,P013389,24.949,14,48,34
27,OLY,P014122,7.733,-1,14,15
30,RED,P004866,24.8,4,56,52
30,RED,P007960,13.084,2,23,21
30,RED,P009048,29.217,12,68,56
30,RED,P011305,26.184,2,59,57
30,RED,P011982,11.434,-3,17,20
30,RED,P012044,12.851,-4,28,32
30,RED,P012201,26.934,6,66,60
30,RED,P013363,25.884,3,56,53
30,RED,P014029,14.867,-3,26,29
30,RED,PLCZ,14.75,6,31,25
30,ULK,P002849,17.7,-5,27,32
30,ULK,P002969,6.284,3,11,8
30,ULK,P003091,11.101,-4,13,17
30,ULK,P006961,20.334,-5,30,35
30,ULK,P007182,10.084,-5,15,20
30,ULK,P007929,2.234,-2,2,4
30,ULK,P009783,16.184,-2,45,47
30,ULK,P009863,26.435,-4,55,59
30,ULK,P011205,31.135,-1,72,73
30,ULK,P012613,29.201,-3,67,70
30,ULK,P014124,29.318,3,68,65
28,BAR,P000925,18.751,14,57,43
28,BAR,P001133,29.935,17,89,72
28,BAR,P002939,24.751,13,71,58
28,BAR,P003196,17.666,-1,44,45
28,BAR,P004888,27.385,6,75,69
28,BAR,P007464,13.766,-21,26,47
28,BAR,P009862,27.017,28,87,59
28,BAR,P009948,8.25,-6,19,25
28,BAR,P009992,9.45,-1,22,23
28,BAR,P013269,17.884,-15,40,55
28,BAR,P014134,5.15,-4,10,14
28,PAM,P006643,23.434,6,65,59
28,PAM,P007527,12.084,-4,34,38
28,PAM,P010162,1.95,1,2,1
28,PAM,P010393,22.083,1,59,58
28,PAM,P010444,19.45,-2,48,50
28,PAM,P010545,22.5,7,68,61
28,PAM,P010750,18.317,-11,45,56
28,PAM,P011078,21.683,5,57,52
28,PAM,P011217,16.533,-12,37,49
28,PAM,P011980,2.15,-1,4,5
28,PAM,P012738,13.817,-17,25,42
28,PAM,P014115,25.999,-3,66,69
29,MUN,P001288,24.966,-26,40,66
29,MUN,P001557,18.933,-7,39,46
29,MUN,P004508,25.184,-22,43,65
29,MUN,P004512,10.816,-6,13,19
29,MUN,P004863,12.416,-11,24,35
29,MUN,P009513,19.117,-10,31,41
29,MUN,P011244,11.2,4,25,21
29,MUN,P011836,22.834,-18,36,54
29,MUN,P012597,8.617,-10,15,25
29,MUN,P013290,11.684,-2,25,27
29,MUN,P013378,16.249,-6,27,33
29,MUN,P013386,17.984,-26,32,58
29,ZAL,P002329,20.733,12,49,37
29,ZAL,P002676,21.519,21,57,36
29,ZAL,P005504,21.118,18,44,26
29,ZAL,P007029,19.218,26,53,27
29,ZAL,P007032,16.852,16,43,27
29,ZAL,P007975,20.451,13,49,36
29,ZAL,P007982,17.367,0,30,30
29,ZAL,P008192,7.801,10,24,14
29,ZAL,P009299,2.783,0,10,10
29,ZAL,P011927,26.884,16,63,47
29,ZAL,P011983,6.4,-2,14,16
29,ZAL,P012878,18.884,10,54,44
31,RED,P004866,27.401,-1,53,54
31,RED,P007960,15.433,18,46,28
31,RED,P009048,30.95,14,73,59
31,RED,P011982,20.683,9,48,39
31,RED,P012044,13.234,2,26,24
31,RED,P012201,19.317,0,40,40
31,RED,P013363,32.599,3,74,71
31,RED,P014029,14.867,6,39,33
31,RED,P014094,5.25,-3,5,8
